Latitude	Longitude	Day of year	Export flux	PP	export ratio	Depth	% nitrate remaining	Si:N ratio	% microplankton	% nanoplankton	% picoplankton	log(mesozooplankton biomass)	log(bacteria abundance)	log(macrozooplankton abundance)	Reference	DOI
32.517	-120.57	216	40.8	1643.2	0.025	100	9.879	2.266	0.355	0.465	0.18	3.742	NaN	NaN	Puigcorbe et al 2015	https://doi.org/10.1002/2015GB005134
38.3	-9.7	289	50.4	1763.3	0.029	113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
36.8	-12.8	291	31.2	639.98	0.049	131	4.528	0.311	0.177	0.482	0.341	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
35.2	-16	293	12	587.99	0.02	116	1.676	0.533	0.173	0.481	0.347	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
33.1	-19	295	16.8	555.33	0.03	142	0.957	0.473	0.175	0.481	0.344	NaN	21.215	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
31	-22	297	13.2	493.8	0.027	164	4.624	5.317	0.174	0.487	0.338	NaN	20.892	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
27.5	-22	299	-6	625.3	-0.01	158	24.522	4.876	0.179	0.479	0.341	NaN	20.085	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
24	-22	301	24	1128.6	0.021	114	20.747	5.031	0.199	0.479	0.322	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
21	-22	303	25.2	2294.7	0.011	144	5.656	2.083	0.335	0.468	0.196	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
17.4	-18.3	305	50.4	3408.9	0.015	95	4.868	0.136	0.454	0.398	0.149	0.251	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
17.4	-20.8	306	33.6	2061.5	0.016	101	1.297	0.189	0.457	0.385	0.158	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
17.7	-22.8	307	31.2	3565.8	0.009	98	3.869	0.299	0.447	0.381	0.171	NaN	20.521	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
17.4	-24.5	308	7.2	1728.1	0.004	118	23.664	0.234	0.272	0.464	0.264	NaN	20.521	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
39.7	-69.8	311	63.6	1147.8	0.055	54	23.207	1.064	0.318	0.49	0.193	1.86	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
39.4	-69.5	312	76.8	1147.8	0.067	73	23.207	1.064	0.318	0.49	0.193	1.86	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
38.7	-69.1	313	26.4	943.13	0.028	87	37.722	1.368	0.279	0.511	0.21	NaN	NaN	-2.046	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
38.3	-68.9	314	4.8	899.49	0.005	157	30.407	1.363	0.266	0.514	0.221	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
38.1	-68.7	315	14.4	899.49	0.016	156	30.407	1.363	0.266	0.514	0.221	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
37.5	-68.4	316	33.6	703.93	0.048	106	19.249	1.3	0.204	0.502	0.295	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
35.4	-66.7	317	10.8	624.57	0.017	117	6.898	0.81	0.183	0.486	0.331	NaN	21.94	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
31.7	-64.2	318	-7.2	487.04	-0.015	197	21.342	1.862	0.175	0.484	0.34	NaN	21.827	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
30.8	-60.8	319	14.4	449.33	0.032	155	67.022	4.419	0.169	0.493	0.338	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
29.7	-56.8	321	13.2	416.34	0.032	184	49.236	0.467	0.166	0.5	0.333	NaN	20.936	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
28.6	-53.2	323	12	423.88	0.028	182	18.879	0	0.163	0.505	0.332	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
27.6	-49.6	324	3.6	440.95	0.008	181	4.887	0.371	0.166	0.502	0.332	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
26.9	-47.2	325	10.8	440.87	0.024	191	1.849	1.206	0.171	0.498	0.331	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
26.1	-44.8	327	1.2	457.58	0.003	185	13.973	3.447	0.173	0.495	0.332	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
25.1	-42.5	329	4.8	478.17	0.01	186	24.068	4.739	0.175	0.494	0.331	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
24.2	-40.2	331	4.8	480.32	0.01	193	32.445	5.363	0.178	0.49	0.332	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
23.3	-38.1	333	7.2	552.94	0.013	172	35.882	5.359	0.181	0.486	0.334	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
22.3	-35.9	335	7.2	602.33	0.012	174	36.216	5.223	0.169	0.466	0.365	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
20.9	-32.6	337	10.8	734.31	0.015	126	27.308	2.307	0.181	0.474	0.345	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
19.4	-29.4	339	0	967.34	0	139	100	NaN	0.207	0.479	0.314	NaN	20.916	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
18.4	-26.8	311	19.2	1266.2	0.015	140	23.801	0	0.226	0.469	0.305	NaN	20.197	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
17.4	-24.5	343	42	2053.5	0.02	111	27.069	1.11	0.3	0.487	0.213	NaN	20.521	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-49.6	-52.7	61	63.6	1027.9	0.062	99	50.172	0.797	0.245	0.534	0.22	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-49	-48.9	63	80.4	1368.5	0.059	94	26.869	0.321	0.308	0.51	0.182	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-46.9	-47.2	65	49.2	1932.2	0.025	89	17.781	0.104	0.336	0.487	0.177	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-44.7	-45.6	67	57.6	2235.8	0.026	86	9.225	0.057	0.333	0.494	0.172	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-42.4	-44	69	93.6	2515.9	0.037	69	6.037	0.078	0.345	0.486	0.169	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-40	-42.5	71	76.8	1400.9	0.055	88	4.664	0.203	0.27	0.509	0.222	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-37.8	-41.1	73	39.6	992.51	0.04	153	1.609	0.335	0.228	0.508	0.264	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-35	-39.4	75	26.4	805.99	0.033	149	0.584	0.932	0.184	0.488	0.328	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-32.1	-37.5	77	26.4	803.23	0.033	160	3.769	1.567	0.176	0.481	0.343	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-29.1	-35.8	79	16.8	715.09	0.023	146	23.262	1.06	0.174	0.48	0.346	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-26.1	-34.3	81	30	631.89	0.047	168	16.984	0.738	0.177	0.484	0.339	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-22.5	-32.7	83	25.2	666.63	0.038	188	9.633	1.155	0.18	0.486	0.334	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-17	-30.6	85	31.2	479.35	0.065	194	31.075	0.373	0.143	0.526	0.332	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-12.9	-29.2	87	22.8	497.29	0.046	231	9.331	0.396	0.153	0.517	0.33	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-9.2	-28	89	42	693.31	0.061	197	6.769	0.801	0.183	0.484	0.333	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-5.7	-28.5	92	34.8	973.44	0.036	163	14.582	0.338	0.186	0.472	0.341	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-2.6	-28.9	94	62.4	1329.4	0.047	119	10.724	0.741	0.203	0.478	0.318	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-0.2	-32.9	96	39.6	1264.1	0.031	137	8.745	1.582	0.193	0.475	0.332	NaN	NaN	NaN	Owens 2015	https://doi.org/10.1016/j.dsr2.2014.11.010
-20	-80	32	37.2	1135.1	0.033	200	8.576	1.807	0.199	0.477	0.324	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-20	-90	36	54	662.8	0.081	200	28.21	7.683	0.182	0.483	0.335	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-20	-100	41	110.4	507.69	0.217	200	5.234	2.189	0.163	0.505	0.332	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-10	-100	46	27.6	1472.2	0.019	200	16.199	0.365	0.22	0.478	0.303	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-10	-90	50	154.8	1704.8	0.091	200	34.398	0.851	0.243	0.487	0.27	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-10	-82	57	133.2	2521.2	0.053	200	16.102	0.62	0.332	0.477	0.191	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-20	-80	59	45.6	922.83	0.049	200	8.576	1.807	0.199	0.477	0.324	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-20	-80	86	172.8	810.64	0.213	200	6.601	2.094	0.179	0.479	0.343	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-20	-100	102	97.2	416.92	0.233	200	28.312	2.875	0.156	0.509	0.334	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-10	-100	97	24	1359.5	0.018	200	30.295	0.459	0.211	0.478	0.311	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
-10	-82	90	18	2205.1	0.008	200	11.632	0.683	0.344	0.471	0.186	NaN	NaN	NaN	Haskell 2013	https://doi.org/10.1016/j.dsr.2013.07.001
